-18250.782426	-364.078939	623.172168	3.140000	2.000000	0.000000	1.000000	0.000000	0.000000
-18249.878584	-65.511708	817.317168	3.300000	2.000000	0.000000	2.000000	0.000000	0.000000
-18240.613271	-428.984859	608.383866	3.040000	2.000000	0.000000	3.000000	0.000000	0.000000
-18240.465158	-421.775975	597.289866	3.440000	2.000000	0.000000	4.000000	0.000000	0.000000
-18240.204567	-426.103036	606.531168	3.970000	2.000000	0.000000	5.000000	0.000000	0.000000
-18240.202496	-424.657797	610.225470	4.140000	2.000000	0.000000	6.000000	0.000000	0.000000
-18240.194753	-417.448913	580.648866	3.240000	2.000000	0.000000	7.000000	0.000000	0.000000
-18240.128757	-428.984859	595.437168	3.140000	2.000000	0.000000	8.000000	0.000000	0.000000
-18240.127692	-426.103036	608.383866	3.240000	2.000000	0.000000	9.000000	0.000000	0.000000
-18240.074336	-431.875336	595.437168	3.140000	2.000000	0.000000	10.000000	0.000000	0.000000
-18239.953433	-414.567090	549.208470	3.140000	2.000000	0.000000	11.000000	0.000000	0.000000
-18239.878051	-424.657797	606.531168	3.040000	2.000000	0.000000	12.000000	0.000000	0.000000
-18239.001662	-407.349552	530.725866	3.040000	2.000000	0.000000	13.000000	0.000000	0.000000
-18238.733699	-426.103036	606.531168	4.160000	2.000000	0.000000	14.000000	0.000000	0.000000
-18238.062114	-424.657797	606.531168	3.300000	2.000000	0.000000	15.000000	0.000000	0.000000
-18236.926037	-424.657797	610.225470	3.300000	2.000000	0.000000	16.000000	0.000000	0.000000
-18236.130991	-404.467729	525.178866	3.040000	2.000000	0.000000	17.000000	0.000000	0.000000
-18233.751315	-561.687175	628.719168	3.040000	2.000000	0.000000	18.000000	0.000000	0.000000
-18233.498456	-434.757159	593.584470	3.240000	2.000000	0.000000	19.000000	0.000000	0.000000
-18231.859811	29.683641	556.608168	4.360000	2.000000	0.000000	20.000000	0.000000	0.000000
-18231.258711	-2.051027	569.554866	4.070000	2.000000	0.000000	21.000000	0.000000	0.000000
-18229.064602	-426.103036	606.531168	3.500000	2.000000	0.000000	22.000000	0.000000	0.000000
-18228.866014	-420.330736	610.225470	3.140000	2.000000	0.000000	23.000000	0.000000	0.000000
-18223.540331	-434.757159	612.078168	3.740000	2.000000	0.000000	24.000000	0.000000	0.000000
-18222.597507	26.793164	552.913866	4.570000	2.000000	0.000000	25.000000	0.000000	0.000000
-18222.592739	23.911341	551.061168	3.440000	2.000000	0.000000	26.000000	0.000000	0.000000
-18222.515123	-9.259911	575.101866	3.440000	2.000000	0.000000	27.000000	0.000000	0.000000
-18222.481246	6.603096	575.101866	3.440000	2.000000	0.000000	28.000000	0.000000	0.000000
-18222.474105	6.603096	575.101866	3.440000	2.000000	0.000000	29.000000	0.000000	0.000000
-18222.358885	6.603096	575.101866	3.540000	2.000000	0.000000	30.000000	0.000000	0.000000
-18222.326882	6.603096	575.101866	3.440000	2.000000	0.000000	31.000000	0.000000	0.000000
-18222.322368	21.029518	554.755470	4.360000	2.000000	0.000000	32.000000	0.000000	0.000000
-18222.319012	23.911341	573.249168	3.430000	2.000000	0.000000	33.000000	0.000000	0.000000
-18222.318630	23.911341	573.249168	3.440000	2.000000	0.000000	34.000000	0.000000	0.000000
-18222.316037	23.911341	551.061168	3.440000	2.000000	0.000000	35.000000	0.000000	0.000000
-18222.222253	23.911341	551.061168	3.440000	2.000000	0.000000	36.000000	0.000000	0.000000
-18222.168549	23.911341	551.061168	3.440000	2.000000	0.000000	37.000000	0.000000	0.000000
-18221.988121	21.029518	552.913866	4.070000	2.000000	0.000000	38.000000	0.000000	0.000000
-18221.935991	21.029518	558.460866	3.440000	2.000000	0.000000	39.000000	0.000000	0.000000
-18221.934348	65.736715	521.473470	3.440000	2.000000	0.000000	40.000000	0.000000	0.000000
-18221.897855	70.063777	547.366866	3.640000	2.000000	0.000000	41.000000	0.000000	0.000000
-18221.881061	23.911341	551.061168	3.540000	2.000000	0.000000	42.000000	0.000000	0.000000
-18221.846327	28.238402	551.061168	3.440000	2.000000	0.000000	43.000000	0.000000	0.000000
-18221.765389	28.238402	551.061168	3.440000	2.000000	0.000000	44.000000	0.000000	0.000000
-18221.740111	42.664825	539.967168	3.440000	2.000000	0.000000	45.000000	0.000000	0.000000
-18221.661917	41.219586	539.967168	3.240000	2.000000	0.000000	46.000000	0.000000	0.000000
-18221.654660	41.219586	539.967168	3.040000	2.000000	0.000000	47.000000	0.000000	0.000000
-18221.650158	23.911341	552.913866	4.360000	2.000000	0.000000	48.000000	0.000000	0.000000
-18221.649452	23.911341	551.061168	4.410000	2.000000	0.000000	49.000000	0.000000	0.000000
-18221.648144	28.238402	551.061168	3.440000	2.000000	0.000000	50.000000	0.000000	0.000000
-18221.647392	23.911341	552.913866	3.340000	2.000000	0.000000	51.000000	0.000000	0.000000
-18221.645725	23.911341	552.913866	3.440000	2.000000	0.000000	52.000000	0.000000	0.000000
-18221.645019	23.911341	552.913866	3.140000	2.000000	0.000000	53.000000	0.000000	0.000000
-18221.641894	23.911341	552.913866	3.140000	2.000000	0.000000	54.000000	0.000000	0.000000
-18221.640320	23.911341	552.913866	3.340000	2.000000	0.000000	55.000000	0.000000	0.000000
-18221.639371	23.911341	552.913866	3.340000	2.000000	0.000000	56.000000	0.000000	0.000000
-18221.637311	23.911341	552.913866	3.340000	2.000000	0.000000	57.000000	0.000000	0.000000
-18221.632519	23.911341	552.913866	3.040000	2.000000	0.000000	58.000000	0.000000	0.000000
-18221.631651	23.911341	552.913866	3.440000	2.000000	0.000000	59.000000	0.000000	0.000000
-18221.624915	23.911341	552.913866	3.540000	2.000000	0.000000	60.000000	0.000000	0.000000
-18221.617473	-2.051027	547.366866	3.340000	2.000000	0.000000	61.000000	0.000000	0.000000
-18221.617044	23.911341	551.061168	3.540000	2.000000	0.000000	62.000000	0.000000	0.000000
-18221.606732	23.911341	552.913866	3.040000	2.000000	0.000000	63.000000	0.000000	0.000000
-18221.592392	41.219586	543.661470	3.340000	2.000000	0.000000	64.000000	0.000000	0.000000
-18221.558329	38.337763	541.819866	3.540000	2.000000	0.000000	65.000000	0.000000	0.000000
-18221.550574	3.721273	588.037470	3.740000	2.000000	0.000000	66.000000	0.000000	0.000000
-18221.546466	35.447286	538.114470	3.140000	2.000000	0.000000	67.000000	0.000000	0.000000
-18221.540574	23.911341	552.913866	3.140000	2.000000	0.000000	68.000000	0.000000	0.000000
-18221.539105	41.219586	541.819866	3.140000	2.000000	0.000000	69.000000	0.000000	0.000000
-18221.535019	23.911341	552.913866	3.440000	2.000000	0.000000	70.000000	0.000000	0.000000
-18221.533688	36.892525	541.819866	3.440000	2.000000	0.000000	71.000000	0.000000	0.000000
-18221.530181	36.892525	541.819866	3.140000	2.000000	0.000000	72.000000	0.000000	0.000000
-18221.497855	22.466102	552.913866	3.970000	2.000000	0.000000	73.000000	0.000000	0.000000
-18221.496686	23.911341	552.913866	3.040000	2.000000	0.000000	74.000000	0.000000	0.000000
-18221.495690	39.774348	545.514168	3.140000	2.000000	0.000000	75.000000	0.000000	0.000000
-18221.480447	23.911341	552.913866	3.540000	2.000000	0.000000	76.000000	0.000000	0.000000
-18221.455181	38.337763	539.967168	3.440000	2.000000	0.000000	77.000000	0.000000	0.000000
-18221.412866	21.029518	554.755470	4.460000	2.000000	0.000000	78.000000	0.000000	0.000000
-18221.400945	23.911341	552.913866	3.440000	2.000000	0.000000	79.000000	0.000000	0.000000
-18221.391084	39.774348	545.514168	3.540000	2.000000	0.000000	80.000000	0.000000	0.000000
-18221.350540	39.774348	545.514168	3.040000	2.000000	0.000000	81.000000	0.000000	0.000000
-18221.347878	23.911341	552.913866	3.240000	2.000000	0.000000	82.000000	0.000000	0.000000
-18221.337415	23.911341	552.913866	3.140000	2.000000	0.000000	83.000000	0.000000	0.000000
-18221.335991	23.911341	552.913866	3.040000	2.000000	0.000000	84.000000	0.000000	0.000000
-18221.331547	23.911341	552.913866	3.040000	2.000000	0.000000	85.000000	0.000000	0.000000
-18221.319278	23.911341	552.913866	3.040000	2.000000	0.000000	86.000000	0.000000	0.000000
-18221.271396	36.892525	541.819866	3.140000	2.000000	0.000000	87.000000	0.000000	0.000000
-18221.267936	36.892525	541.819866	3.340000	2.000000	0.000000	88.000000	0.000000	0.000000
-18221.229811	36.892525	541.819866	3.240000	2.000000	0.000000	89.000000	0.000000	0.000000
-18221.229660	23.911341	552.913866	3.540000	2.000000	0.000000	90.000000	0.000000	0.000000
-18221.219533	36.892525	543.661470	3.040000	2.000000	0.000000	91.000000	0.000000	0.000000
-18221.186720	2.276034	571.396470	3.740000	2.000000	0.000000	92.000000	0.000000	0.000000
-18221.147449	23.911341	552.913866	3.040000	2.000000	0.000000	93.000000	0.000000	0.000000
-18221.142357	23.911341	552.913866	3.240000	2.000000	0.000000	94.000000	0.000000	0.000000
-18221.135621	23.911341	552.913866	3.540000	2.000000	0.000000	95.000000	0.000000	0.000000
-18221.130146	23.911341	552.913866	3.040000	2.000000	0.000000	96.000000	0.000000	0.000000
-18221.073780	25.356579	543.661470	3.140000	2.000000	0.000000	97.000000	0.000000	0.000000
-18221.073445	25.356579	543.661470	3.140000	2.000000	0.000000	98.000000	0.000000	0.000000
